#{"t_start": 1770922108.8733165, "env_id": "None"}
r,l,t
-84889.65,14911,2496.800908
-85743.39,14911,2496.800912
-82035.45,14911,2496.800918
-100015.36,14911,2496.800922
-185283.0,14911,2496.800926
-86123.55,14911,2496.800931
-91653.49,14911,2496.800936
-107766.89,14911,2496.800941
-75401.35,14911,2496.800946
-65213.18,14911,2496.80095
-59805.883,14911,2496.800955
-170479.33,14911,2496.800961
-62563.957,14911,2496.800965
-55931.29,14911,2496.80097
-94723.99,14911,2496.800975
-154565.36,14911,2497.245427
-82898.43,14911,2497.245476
-72928.29,14911,2497.245485
-159466.23,14911,2497.245492
-80957.36,14911,2497.245498
-55706.68,14911,2499.623927
-62347.516,14911,2499.925367
-65151.22,14912,2602.413426
-70888.8,14912,2756.246467
-56552.88,14913,2849.653977
-63720.65,14913,2860.570878
-111535.28,14913,2860.570941
-56195.85,14913,2860.570949
-72631.68,14913,2860.570955
-122919.5,14913,2860.570961
-69356.27,14913,2860.570966
-171308.69,14913,2860.570971
-60202.047,14913,2860.570976
-85408.16,14913,2860.570982
-140427.81,14913,2860.570987
-113843.65,14913,2860.570992
-310169.8,14913,2860.570998
-53349.22,14913,2860.571003
-59478.098,14913,2860.571008
-314726.22,14913,2860.571014
-69297.56,14913,2860.57102
-65962.23,14913,2860.571026
-121690.875,14913,2860.571031
-233618.75,14913,2860.571036
-132901.95,14913,2860.571042
-104125.45,14913,2860.571047
-81.59876,1,2861.105767
-89119.46,14913,2861.105828
-73356.69,14913,2861.105836
-101.94131,1,2861.105841
-81.81486,1,2861.105847
-91.75347,1,2861.105852
-452260.94,14913,2861.105857
-60402.06,14913,2861.105862
-72931.05,14913,2861.105867
-76844.45,15001,2863.486623
-59876.688,14913,2863.840698
-219794.56,14913,2863.862216
-84.557,1,2864.150865
-60897.773,14913,2967.231902
-61951.035,14914,3122.348692
-91.96308,1,3122.688807
-62189.895,14914,3215.869385
-51373.527,14914,3226.851426
-102676.16,14914,3226.851478
-85217.305,14914,3226.851486
-63874.52,14914,3226.851493
-93478.805,14914,3226.851499
-52284.375,14914,3226.851505
-72031.09,14914,3226.85151
-64035.453,14914,3226.851516
-103882.875,14914,3226.851522
-60686.113,14914,3226.851528
-86196.914,14914,3226.851545
-194308.47,14914,3226.851551
-54576.34,14914,3226.851556
-154094.89,14914,3226.851561
-60619.742,14914,3226.851566
-56003.582,14914,3226.851571
-139012.14,14914,3227.324839
-59389.613,14914,3227.324908
-77489.69,14914,3227.324916
-157677.66,14914,3227.324922
-291920.12,14914,3227.324927
-60617.758,14914,3227.324932
-55952.773,14914,3227.324938
-50213.19,14914,3227.324942
-84.56844,1,3227.627476
-84809.97,15001,3229.826812
-78182.016,15001,3230.115925
-58970.973,14914,3230.115996
-102.31125,1,3230.400496
-55462.02,14914,3230.732455
-53306.996,14914,3231.044097
-52875.734,14915,3334.060397
-250898.98,14915,3492.556695
-48145.207,14916,3589.578677
-109197.44,14916,3601.037012
-351070.5,14916,3601.037054
-48577.32,14916,3601.037062
-255054.66,14916,3601.037067
-46081.965,14916,3601.037077
-132826.47,14916,3601.037083
-44725.797,14916,3601.037087
-154570.38,14916,3601.037091
-101465.59,14916,3601.037096
-109910.67,14916,3601.037101
-249798.12,14916,3601.037106
-150349.52,14916,3601.03711
-68327.6,14916,3601.037114
-344552.47,14916,3601.037119
-52347.465,14916,3601.037123
-374475.22,14916,3601.037127
-160818.64,14916,3601.413046
-86.9349,1,3601.413099
-67211.43,14916,3601.413106
-43463.246,14916,3601.413111
-51008.438,14916,3601.413117
-354186.56,14916,3601.413121
-41653.574,14916,3601.413126
-92.47018,1,3601.413134
-104.1934,1,3601.725683
-56004.645,14916,3601.725733
-358083.44,15001,3604.015404
-40071.793,14916,3604.29451
-41996.69,14916,3604.57688
-206756.83,14916,3604.855716
-397028.0,14916,3604.918901
-50027.24,14916,3605.224082
-97458.35,14916,3708.241883
-593261.25,14205,3847.426314
-251953.39,14917,3961.553444
-210381.0,14917,3972.762314
-80582.016,14917,3972.762367
-57543.15,14917,3972.762374
-47942.637,14917,3972.762379
-45393.91,14917,3972.762384
-344180.44,14917,3972.762388
-83876.69,14917,3972.762393
-52599.57,14917,3972.762398
-49106.227,14917,3972.762402
-331504.9,14917,3972.762407
-404226.5,14917,3972.762412
-41381.48,14917,3972.762416
-202380.28,14917,3972.76242
-265377.0,14917,3973.152528
-81.844574,1,3973.152567
-80.92562,1,3973.152574
-296972.84,14917,3973.15258
-40473.016,14917,3973.152585
-192776.38,14917,3973.15259
-164502.1,14917,3973.487832
-405854.1,14917,3973.487896
-99.049545,1,3973.487904
-352854.25,15001,3975.746374
-287211.12,15001,3976.040734
-48993.504,15001,3976.04078
-262092.92,15001,3976.040792
-49800.715,14917,3976.322163
-86.37669,1,3976.322226
-46136.207,14917,3976.635535
-87.4906,1,3976.635586
-58678.203,14917,3976.65648
-83.61246,1,3976.948773
-194162.25,14917,3976.948812
-556035.8,14917,3977.321878
-53521.664,15001,3979.139149
-336588.0,14918,4080.872231
-89.5425,1,4081.182349
-57232.07,14918,4221.168204
-53769.02,14919,4336.157817
-264037.53,14919,4347.354306
-55086.477,14919,4347.354376
-42984.117,14919,4347.354385
-59459.38,14919,4347.354391
-53611.74,14919,4347.354407
-40919.535,14919,4347.354412
-353183.75,14919,4347.354417
-54014.664,14919,4347.354422
-55885.59,14919,4347.354428
-162949.6,14919,4347.354432
-368706.75,14919,4347.354436
-47763.473,14919,4347.776473
-55639.46,14919,4347.776523
-47477.52,14919,4347.776533
-85.20577,1,4347.77654
-88.17225,1,4347.776547
-450418.5,14919,4347.776554
-63190.39,14919,4347.77656
-50574.414,14919,4348.111937
-47683.637,14919,4348.111981
-135929.45,14919,4348.111987
-47613.566,14919,4350.316677
-57147.61,14919,4350.604877
-63842.145,14919,4350.604932
-61585.062,14919,4350.888183
-68518.875,14919,4351.190769
-48806.86,14919,4351.190809
-492318.6,14919,4351.494303
-42705.88,14919,4351.49435
-50036.83,14919,4351.853804
-56581.613,15001,4355.861797
-48433.754,14919,4455.727422
-256277.62,14920,4594.871232
-58934.2,14193,4700.710455
-50383.6,14921,4708.977684
-47778.76,14921,4719.831563
-54389.582,14921,4719.831624
-46507.754,14921,4719.831632
-39959.812,14921,4719.831638
-49288.11,14921,4719.831644
-191626.98,14921,4719.831649
-56797.42,14921,4719.831655
-126676.6,14921,4719.83166
-190326.52,14921,4720.24279
-62117.28,14921,4720.242853
-134428.81,14921,4720.242862
-228942.83,14921,4720.242869
-89664.055,14921,4720.242875
-45965.21,14921,4720.242881
-47602.086,14921,4720.242887
-51290.633,14921,4720.602337
-88.19115,1,4720.602382
-92452.26,14921,4720.60239
-59702.664,14921,4720.602397
-105678.57,14921,4722.864052
-49709.06,14921,4722.886712
-205674.92,14921,4722.886763
-83.66697,1,4723.154524
-152035.3,14921,4723.154575
-52957.15,14921,4723.464503
-86.84923,1,4723.464551
-129113.11,14921,4723.464557
-52118.906,14921,4723.76299
-266728.72,14921,4723.763036
-45258.04,14921,4724.129377
-94539.59,14921,4728.308933
-328565.03,14921,4830.236721
-315724.12,14922,4968.910753
-70449.586,14922,5072.228451
-64053.973,14922,5080.336776
-56250.125,14922,5090.868196
-173821.31,14922,5090.868258
-319394.94,14922,5090.868268
-58862.28,14922,5090.868274
-464383.28,14922,5090.868281
-61005.965,14922,5090.868287
-48943.21,14922,5090.868293
-223294.19,14922,5091.298115
-82.74358,1,5091.298235
-97954.76,14922,5091.329919
-61565.3,14922,5091.329944
-48781.195,14922,5091.329951
-148785.12,14922,5091.329957
-220949.23,14922,5091.329962
-86.90711,1,5091.329971
-57281.85,14922,5091.675344
-90.745415,1,5091.675402
-59427.56,14922,5091.675408
-106132.78,14922,5091.675413
-55284.934,14922,5091.675418
-89.66974,1,5091.946953
-154398.2,15001,5093.946404
-67191.11,14922,5094.051811
-62675.742,14922,5094.336957
-62032.05,14922,5094.650645
-59474.6,14922,5094.650699
-54179.17,14922,5094.650706
-48102.684,14922,5094.94377
-68998.91,14922,5094.943838
-95064.58,14922,5095.289742
-51892.758,15001,5097.201974
-102852.41,14922,5099.577352
-73407.06,14923,5198.700442
-95795.98,14923,5336.421379
-59219.14,15001,5440.201956
-90.31762,1,5440.226185
-50239.367,14924,5446.400483
-63988.6,14924,5456.697061
-65936.39,14924,5456.697119
-52354.92,14924,5456.697126
-73995.664,14924,5456.697131
-367028.16,14924,5456.697137
-66942.016,14924,5457.118145
-182425.66,14924,5457.118208
-278853.7,14924,5457.118217
-61931.87,14924,5457.118224
-69377.68,14924,5457.11823
-60827.848,14924,5457.118237
-103262.22,14924,5457.118244
-65329.97,14924,5457.461306
-58900.1,14924,5457.461352
-56002.902,14924,5457.461358
-76759.13,14924,5457.461365
-66893.766,14924,5457.482752
-98.30211,1,5457.76166
-57248.66,14924,5459.550318
-56929.82,14924,5459.990668
-66083.57,14924,5460.305911
-69714.78,14924,5460.305973
-66911.48,14924,5460.30598
-74280.46,14924,5460.606674
-105257.58,14924,5460.606734
-50998.176,14924,5460.958816
-68308.74,15001,5462.43168
-64168.715,14924,5462.778034
-236640.95,14924,5464.888543
-87.079796,1,5465.187816
-81527.32,14924,5564.004097
-96632.74,14925,5700.026759
-77846.27,15001,5806.830586
-69237.39,14925,5811.132109
-52001.742,14925,5821.563474
-215617.28,14925,5821.563513
-65056.164,14925,5821.563519
-145119.19,14925,5821.563525
-71541.56,14925,5821.87248
-51364.46,14925,5821.872525
-256454.27,14925,5821.872531
-73794.83,14925,5821.872535
-64226.49,14925,5821.87254
-429380.66,14925,5821.872544
-57078.47,14925,5821.872548
-190836.53,14925,5822.194872
-70678.3,14925,5822.194922
-68989.234,14925,5822.194929
-80.75069,1,5822.194935
-92.163345,1,5822.194939
-68722.734,14925,5822.194944
-84003.49,14925,5822.481142
-63514.918,15001,5824.387105
-132150.03,14925,5824.835842
-108535.305,14925,5825.11982
-48918.965,14925,5825.11988
-64280.242,14925,5825.119887
-102.13693,1,5825.388857
-65150.496,14925,5825.643249
-349856.34,14925,5825.643313
-285119.97,14925,5825.974009
-202173.25,15001,5827.523212
-64414.777,14925,5827.943178
-71351.85,15001,5829.547116
-79879.26,14925,5830.329664
-66208.164,15001,5931.577173
-67734.77,14926,6067.104679
-61290.723,14927,6174.093534
-50305.973,14927,6178.05541
-85.46058,1,6178.351916
-69382.52,14927,6188.768244
-68400.87,14927,6188.768296
-61241.43,14927,6188.768302
-220288.44,14927,6188.768306
-96934.16,14927,6189.044464
-63920.75,14927,6189.044516
-63233.668,14927,6189.044522
-47978.23,14927,6189.342168
-127041.17,14927,6189.342221
-91.96599,1,6189.34223
-202164.5,14927,6189.342237
-272028.78,14927,6189.342242
-49320.17,14927,6189.385993
-82.994225,1,6189.643555
-205895.45,15001,6191.50756
-64449.047,15001,6191.507606
-68333.086,15001,6191.790021
-90.50721,1,6191.790082
-64457.758,14927,6191.790201
-391064.38,15001,6191.790212
-55920.977,14927,6192.254462
-155901.83,14927,6192.531402
-64349.137,14927,6192.531451
-61861.984,14927,6192.553079
-63098.586,14927,6192.800531
-50292.055,14927,6193.130758
-387039.47,14927,6194.727463
-59079.977,15001,6195.119737
-182470.3,14927,6195.363517
-158220.03,14927,6197.745066
-68423.51,15001,6199.129232
-143652.1,14927,6299.343517
-58278.84,14928,6434.342319
-80.295166,1,6434.623644
-244758.27,14928,6541.857253
-58800.29,14928,6546.123726
-68263.64,14929,6556.597694
-44402.527,14929,6556.597754
-146333.8,14929,6556.869224
-77293.71,14929,6556.869283
-52952.914,14929,6557.154372
-57569.58,14929,6557.154435
-263745.53,14929,6557.154442
-175069.08,14929,6557.154447
-150333.28,14929,6557.453963
-428603.84,15001,6559.290608
-146666.31,15001,6559.290648
-163773.12,15001,6559.568903
-55609.773,14929,6559.82075
-51423.53,14929,6560.082173
-60513.16,14929,6560.082217
-56456.812,14929,6560.082227
-57140.566,14929,6560.082232
-478770.22,14929,6560.521589
-59340.875,14929,6560.783932
-53163.266,14929,6560.783987
-69663.17,14929,6560.827038
-84.958664,1,6560.848659
-90.10052,1,6561.093931
-59569.07,14929,6561.377589
-251599.88,14929,6562.691413
-175793.6,15001,6563.070209
-57836.543,14929,6563.134706
-201470.83,14929,6563.386001
-91.45334,1,6563.386052
-58882.17,14929,6565.813253
-54357.855,14929,6566.945005
-52199.992,14929,6666.987692
-56598.977,14930,6802.851709
-86.691414,1,6803.140949
-61217.375,14930,6911.10593
-53703.113,14930,6915.404327
-63831.695,14930,6925.923974
-64230.742,14930,6925.924031
-58893.152,14930,6926.162878
-50083.637,14930,6926.162934
-396157.06,14930,6926.436571
-89.60618,1,6926.436639
-168929.05,14930,6926.436649
-55882.695,14930,6926.436657
-173578.81,14930,6926.727825
-176316.23,14930,6928.554738
-161484.64,14930,6928.554771
-254004.6,15001,6928.793184
-70952.46,14930,6928.814707
-51334.973,14930,6929.05305
-50358.246,14930,6929.312227
-62455.168,14930,6929.312287
-46306.457,14930,6929.312296
-80919.234,14930,6929.526853
-80.871445,1,6929.769609
-137188.86,14930,6929.769662
-50037.695,14930,6930.070006
-342047.9,14930,6930.351174
-111990.04,15001,6931.777197
-61197.926,15001,6932.238416
-41291.758,14930,6932.501939
-71962.76,14930,6932.811711
-135445.11,14930,6932.81177
-89.487755,1,6933.044918
-228933.69,15001,6934.615764
-60795.242,14930,6935.676959
-281818.88,15001,6938.708283
-52844.152,14931,7037.30458
-42278.246,14931,7173.756704
-69933.375,14932,7281.74796
-156436.6,14932,7285.772611
-88.21348,1,7286.052567
-60973.996,14932,7296.493711
-51961.84,14932,7296.493772
-128474.98,14932,7296.516045
-65898.65,14932,7296.53838
-130762.27,14932,7296.538435
-50118.445,14932,7296.538448
-166182.33,14932,7296.811234
-57602.434,15001,7298.583555
-86218.61,14932,7298.830717
-46682.82,14932,7298.830766
-48367.223,14932,7299.062355
-396585.1,14932,7299.105401
-101.29318,1,7299.382059
-193929.9,14932,7299.382115
-56571.566,14932,7299.382124
-44029.727,14932,7299.38213
-86460.51,14932,7299.620589
-50434.496,14932,7299.944193
-49930.31,14932,7300.006472
-82.62354,1,7300.241822
-46144.145,15001,7301.533176
-49230.414,14932,7301.827828
-63597.043,15001,7302.020216
-146054.22,14932,7302.06153
-102429.23,14932,7302.330164
-66745.23,14932,7302.413695
-105.65634,1,7302.764993
-467309.8,14932,7302.765046
-49647.926,14932,7304.340999
-40935.215,14932,7305.283994
-15349.428,296,7306.362468
-195825.62,14932,7308.486588
-47198.254,15001,7408.590763
-51305.37,15001,7546.347416
-679440.56,14933,7653.673613
-81.527054,1,7653.94507
-433004.12,14933,7658.111902
-52159.965,14933,7668.48752
-52400.977,14933,7668.866479
-83728.26,15001,7670.628371
-46891.6,15001,7670.859897
-50945.273,15001,7671.104083
-191887.5,15001,7671.10413
-48890.98,14933,7671.329807
-47559.434,14933,7671.575283
-296530.28,14933,7671.575333
-388284.47,14933,7671.806851
-63479.152,14933,7672.104402
-66974.0,14933,7672.104459
-46091.13,14933,7672.104466
-41302.688,14933,7672.104472
-107.555016,1,7672.340981
-40291.074,14933,7672.966055
-41446.19,14933,7673.053397
-37404.465,14933,7674.354279
-151169.5,14933,7674.654759
-91222.766,15001,7674.82748
-88.96971,1,7675.063019
-51018.836,14933,7675.368843
-102806.64,14933,7675.678478
-49828.547,15001,7676.967824
-65382.805,15001,7677.272844
-356551.1,14933,7677.272884
-48204.965,15001,7677.628013
-47980.59,14933,7678.183564
-101.45634,1,7678.435364
-162624.75,14933,7679.508066
-290079.03,14933,7681.648361
-165265.14,14934,7781.925277
-170073.19,14934,7919.168665
-173513.3,14935,8026.02661
-44138.02,15001,8032.072209
-40215.95,14935,8041.060849
-45884.617,15001,8042.489983
-44667.633,14935,8042.779793
-75271.04,14935,8042.999368
-37504.707,14935,8043.243775
-39194.93,14935,8043.243838
-85.495544,1,8043.463794
-34382.438,14935,8043.463846
-39566.71,14935,8043.722354
-86.28005,1,8043.722419
-78260.01,14935,8043.72243
-233843.42,14935,8043.943165
-200828.02,14935,8044.219208
-55733.94,14935,8044.21925
-105021.164,14935,8044.219258
-33925.332,14935,8044.437769
-37118.844,14935,8044.935445
-190865.08,14935,8046.319005
-66875.13,14935,8046.608515
-37450.492,14935,8047.006578
-37799.566,14935,8047.298697
-43440.46,15001,8047.518284
-39799.52,14935,8047.799908
-199143.47,14935,8049.341338
-293553.78,14935,8049.34139
-45093.58,14935,8049.486566
-85.69923,1,8049.711694
-479918.72,14935,8050.482983
-43196.81,15001,8051.11982
-80.63697,1,8051.390315
-195785.55,14935,8051.535417
-98.3902,1,8051.755888
-11211.553,212,8053.285295
-35241.004,14935,8053.987348
-399446.53,14935,8153.80917
-162500.25,14936,8290.147534
-211108.23,14936,8397.505683
-365381.25,14936,8403.303042
-158341.4,14936,8412.160437
-605.6701,8,8412.601317
-307752.6,14937,8414.169048
-215649.75,14937,8414.191457
-192143.98,14937,8414.425394
-322662.28,14937,8414.447184
-32956.344,14937,8414.694706
-42447.61,14937,8414.694772
-33321.258,14937,8414.694781
-196882.08,14937,8414.920209
-303188.9,14937,8415.183722
-128790.67,14937,8415.183763
-122815.836,14937,8415.18377
-40824.074,14937,8415.205818
-102434.18,14937,8415.698082
-306068.0,15001,8416.777507
-33241.906,14937,8417.273778
-30560.67,14937,8417.553519
-83.92966,1,8417.780501
-31494.1,14937,8417.844061
-107.083916,1,8418.066662
-47604.92,14937,8418.06671
-88.829765,1,8418.290708
-305731.25,14937,8418.559809
-175921.94,14937,8420.111998
-77987.64,14937,8420.112051
-32965.098,14937,8420.482791
-35869.74,14937,8421.261578
-318449.12,14937,8421.927025
-283587.84,14937,8422.105948
-402086.94,14937,8423.725507
-35069.207,14937,8424.427767
-40601.305,4520,8524.332593
-84.057175,1,8524.592364
-455136.62,14937,8525.118847
-83.09943,1,8525.36086
-53273.37,5486,8549.993795
-317372.88,15001,8669.865661
-81.81082,1,8670.120949
-216280.48,15001,8785.709714
-38226.883,15001,8791.821544
-93.99774,1,8792.07237
-238189.81,14938,8800.232727
-38998.86,14938,8801.874845
-28576.746,14938,8802.132986
-37292.566,14938,8802.377398
-266324.8,14938,8802.377453
-35011.84,14938,8802.37746
-193287.55,14938,8802.659345
-38614.31,14938,8803.214726
-31430.223,14938,8804.353676
-232159.8,15001,8804.588312
-284936.44,15001,8804.827091
-40560.867,15001,8805.137776
-41967.016,15001,8805.137824
-85.48435,1,8805.367945
-545155.2,15001,8805.368003
-445991.44,14938,8805.803367
-363129.7,14938,8806.09578
-231466.8,14938,8806.321842
-179576.84,14938,8806.581122
-83975.125,14938,8808.207255
-46460.246,14938,8808.20731
-74656.91,14938,8808.58167
-112443.74,14938,8809.165485
-88.6146,1,8809.186661
-107.958855,1,8809.425572
-82924.22,15001,8811.905454
-32078.05,14938,8812.011172
-37954.227,15001,8812.273669
-257469.12,14938,8812.9025
-143423.86,14939,8915.58378
-285906.03,14939,8916.426581
-31295.797,14939,8941.836005
-271715.47,14939,9060.02466
-310362.97,14940,9169.114434
-40033.715,14940,9175.202245
-298391.97,14940,9182.740271
-240142.38,14940,9184.396119
-134929.83,14940,9184.44497
-102.2632,1,9184.667047
-158782.97,14940,9184.876993
-37026.12,14940,9184.972405
-85.42061,1,9185.17897
-43569.984,14940,9185.685716
-29337.96,14940,9186.605617
-241793.73,14940,9186.655602
-258622.19,15001,9186.917623
-350468.2,15001,9186.917677
-94.056625,1,9186.917684
-84.381905,1,9187.133771
-32212.4,14940,9187.133813
-36881.254,14940,9187.443017
-141461.06,14940,9187.664645
-34371.19,14940,9187.664703
-36638.86,14940,9188.361271
-422771.28,14940,9188.579654
-420429.38,14940,9188.829568
-198988.53,15001,9190.041985
-37456.24,14940,9190.225887
-32548.924,14940,9190.22596
-85.34211,1,9190.467836
-525498.1,14940,9190.90747
-25887.148,14940,9191.718093
-275682.72,14940,9193.805727
-101.39681,1,9194.075764
-114504.97,14940,9194.414035
-29155.479,14940,9194.831248
-91.497284,1,9195.053057
-109122.93,15001,9195.845253
-172294.73,14940,9295.128756
-507067.7,15001,9296.140552
-32465.934,14940,9319.806066
-404451.84,14941,9434.501511
-104.62752,1,9434.528364
-91735.8,14941,9544.568442
-34561.875,14941,9550.749689
-41216.453,14941,9559.924692
-327131.0,14941,9559.990559
-216049.31,15001,9560.209359
-38835.44,14941,9560.209409
-33910.406,14941,9560.511627
-306496.66,14941,9560.844797
-36220.367,14941,9562.092717
-158901.0,14941,9562.092765
-32599.684,14941,9562.295215
-278341.72,14941,9562.29527
-85.73998,1,9562.317895
-102.074844,1,9562.340468
-37395.395,14941,9562.585206
-30276.102,14941,9562.797567
-40442.95,14941,9562.797614
-32361.863,14941,9563.392174
-93294.16,14941,9563.62389
-231980.25,14941,9563.875315
-40109.82,15001,9564.612705
-220227.78,14941,9565.649236
-34433.637,14941,9565.798437
-96877.26,14941,9566.653476
-34493.37,15001,9567.004422
-84.8406,1,9567.028608
-257937.62,15001,9567.188542
-173286.78,14941,9568.818318
-90.93505,1,9569.085567
-367332.6,14941,9569.395407
-37306.64,14941,9570.041521
-189094.39,15001,9572.482843
-35579.98,14942,9671.840438
-91797.97,14942,9672.703022
-84.10049,1,9672.725416
-38553.023,14942,9697.262785
-105.50957,1,9697.519027
-370914.3,15001,9817.748103
-96565.65,14943,9928.332434
-264768.9,14943,9934.440964
-407817.38,14943,9943.98089
-126299.195,14943,9944.266688
-31786.54,14943,9944.266729
-232346.56,14943,9944.561139
-198033.31,15001,9945.793161
-79.61466,1,9945.819245
-107.272835,1,9946.069232
-33559.93,14943,9946.114793
-74189.6,14943,9946.33518
-80.61933,1,9946.335224
