#{"t_start": 1770660807.5993278, "env_id": "None"}
r,l,t
-81665.18,19905,1256.189562
-89644.195,19905,1256.189571
-81103.82,19905,1256.189576
-95641.266,19905,1256.18958
-89457.85,19905,1256.189584
-88954.336,19905,1256.189589
-101117.17,19905,1256.189593
-101367.86,19905,1256.189597
-96792.68,19905,1256.189601
-99833.805,19905,1256.189605
-93652.414,19905,1256.18961
-90502.57,19905,1256.189614
-86708.51,19905,1256.189617
-83152.04,19905,1256.189621
-102520.63,19905,1256.189625
-96459.15,19905,1256.189629
-114652.586,19905,1256.189633
-95736.305,19905,1256.189644
-100639.72,19905,1256.189648
-97947.71,19905,1256.189651
-97004.67,19905,1256.189654
-84.288086,1,1256.51208
-135167.69,20000,1258.757693
-103099.17,19905,1259.099665
-80794.04,19907,1673.221143
-79285.93,19907,1673.221198
-68485.875,19907,1673.221206
-84012.3,19907,1673.221217
-78528.8,19907,1673.221222
-77344.016,19907,1673.221227
-72244.21,19907,1673.221232
-68737.29,19907,1673.221237
-75319.13,19907,1673.221242
-83034.51,19907,1673.221247
-78937.76,19907,1673.221252
-80329.4,19907,1673.221257
-74079.18,19907,1673.221262
-72729.266,19907,1673.221266
-84013.62,19907,1673.221282
-84503.45,19907,1673.221286
-82837.445,19907,1673.22129
-88534.266,19907,1673.221294
-95194.06,19907,1673.221298
-74125.62,19907,1673.221302
-84417.33,19907,1673.221306
-76710.78,19907,1673.22131
-89231.89,19907,1673.221313
-68476.055,19907,1673.221318
-73820.97,19907,1673.221328
-82597.17,19907,1673.221332
-76204.195,19907,1673.221336
-82230.02,19907,1673.22134
-68583.39,19907,1673.539264
-86686.766,20000,1675.725555
-75265.22,19907,1676.057411
-84455.55,19907,1676.389345
-60526.676,19909,2089.503104
-65177.58,19909,2089.503149
-86288.28,19909,2089.503155
-62652.734,19909,2089.503159
-55232.453,19909,2089.503163
-61784.906,19909,2089.503167
-61946.895,19909,2089.50317
-53414.426,19909,2089.503175
-55960.98,19909,2089.503179
-57241.97,19909,2089.503182
-64765.91,19909,2089.503196
-61553.742,19909,2089.503199
-52748.902,19909,2089.503203
-61829.184,19909,2089.503209
-62827.152,19909,2089.503221
-58812.727,19909,2089.503224
-56004.31,19909,2089.503228
-61664.23,19909,2089.503232
-54828.6,19909,2089.503234
-61477.215,19909,2089.503238
-50352.86,19909,2089.503241
-54369.598,19909,2089.503245
-58809.746,19909,2089.503248
-58333.668,19909,2089.503252
-57318.527,19909,2089.503255
-57899.082,19909,2089.503258
-53214.117,19909,2089.503267
-58764.062,19909,2089.824882
-83.00791,1,2089.824943
-58035.13,20000,2091.948589
-62409.92,19909,2092.266823
-53474.824,19909,2092.582699
-63293.73,19909,2092.893606
-39003.08,19911,2504.459383
-46813.438,19911,2504.459451
-41006.75,19911,2504.459457
-41981.53,19911,2504.459461
-37851.383,19911,2504.459464
-44438.24,19911,2504.459468
-39648.133,19911,2504.459471
-49744.7,19911,2504.459474
-44618.24,19911,2504.459477
-49995.316,19911,2504.45948
-49208.12,19911,2504.459484
-44975.277,19911,2504.459487
-43306.867,19911,2504.459491
-45729.31,19911,2504.459507
-37421.77,19911,2504.459511
-46630.855,19911,2504.459514
-40079.566,19911,2504.45952
-37988.773,19911,2504.459524
-37895.78,19911,2504.459528
-41693.438,19911,2504.459531
-35266.336,19911,2504.459535
-46170.586,19911,2504.459538
-46602.92,19911,2504.459542
-40238.35,19911,2504.459545
-114794.836,19911,2504.77372
-44688.02,19911,2504.773777
-45843.54,20000,2506.874694
-43298.93,20000,2506.87474
-46175.562,19911,2507.197633
-39386.723,19911,2507.510983
-42177.47,19911,2507.829683
-45087.945,19911,2508.138499
-39035.098,19913,2919.797128
-33262.348,19913,2919.797205
-29492.725,19913,2919.797211
-27428.248,19913,2919.797215
-29895.934,19913,2919.797401
-36023.957,19913,2919.797407
-32868.832,19913,2919.797411
-45858.824,19913,2919.797417
-36860.77,19913,2919.797421
-35161.816,19913,2919.797425
-27002.531,19913,2919.797429
-27750.516,19913,2919.797433
-33757.59,19913,2919.797441
-31830.723,19913,2919.797444
-32180.535,19913,2919.797447
-33479.598,19913,2919.79745
-33967.36,19913,2919.797453
-42542.773,19913,2919.797457
-29990.287,19913,2919.797461
-35374.613,19913,2919.797464
-34761.734,19913,2919.797468
-27892.223,19913,2919.797471
-33895.93,19913,2919.797475
-34323.734,19913,2920.114561
-80.78875,1,2920.114623
-33861.19,19913,2920.11463
-96.4589,1,2920.398324
-38912.344,20000,2922.426883
-34648.49,19913,2922.746415
-35867.633,19913,2922.746472
-34104.047,19913,2923.055748
-32799.71,19913,2923.096166
-79.50848,1,2923.387431
-35244.35,19913,2923.40741
-30653.814,19913,2923.709358
-23599.045,19915,3333.831152
-42556.92,19915,3333.831234
-26221.965,19915,3333.831247
-22137.56,19915,3333.831257
-21480.37,19915,3333.831266
-21849.69,19915,3333.831275
-23625.207,19915,3333.831284
-25617.746,19915,3333.831293
-26168.068,19915,3333.831302
-27924.053,19915,3333.831311
-23615.969,19915,3333.831319
-19503.328,19915,3333.831328
-28186.646,19915,3333.831337
-27532.643,19915,3333.831345
-26973.967,19915,3333.831354
-67096.32,19915,3333.831362
-25666.777,19915,3333.831371
-24551.006,19915,3333.83138
-23679.492,19915,3333.83139
-23342.84,19915,3333.831402
-20552.22,19915,3333.831414
-26888.918,19915,3334.137041
-20740.309,19915,3334.137103
-21469.578,19915,3334.418154
-29700.615,20000,3336.100896
-24407.693,19915,3336.397888
-23965.727,19915,3336.704439
-21804.64,19915,3336.704491
-20761.498,19915,3337.005932
-27209.115,19915,3337.328998
-24945.977,19915,3337.64976
-32075.262,20000,3339.364061
-14430.334,19917,3746.959579
-10592.623,19917,3746.959626
-17846.648,19917,3746.959631
-15169.566,19917,3746.959635
-13041.08,19917,3746.959639
-11586.131,19917,3746.959646
-13239.506,19917,3746.95965
-13112.482,19917,3746.959653
-13032.454,19917,3746.959656
-14252.642,19917,3746.959659
-13236.811,19917,3746.959662
-15424.613,19917,3746.959666
-12177.345,19917,3746.959669
-13841.907,19917,3746.959672
-12568.498,19917,3746.959675
-14231.7295,19917,3746.959678
-11023.332,19917,3746.959681
-12766.119,19917,3746.959692
-11840.054,19917,3746.959696
-16718.352,19917,3747.233291
-13443.833,19917,3747.233339
-90.468346,1,3747.507855
-13632.51,19917,3747.507906
-16421.773,20000,3749.520537
-19803.783,20000,3749.520579
-88.234375,1,3749.787849
-15205.022,19917,3749.849962
-88.63457,1,3750.116435
-15832.186,19917,3750.385953
-18981.137,19917,3750.38601
-12557.884,19917,3750.679623
-14984.586,19917,3750.988421
-12835.186,19917,3751.301966
-22768.977,20000,3752.752569
-88.27988,1,3753.024578
-16751.182,20000,3755.187758
-5693.2373,19920,4159.83207
-8243.49,19920,4159.832148
-5404.2183,19920,4159.832168
-5049.0225,19920,4159.832174
-4098.6865,19920,4159.832179
-8367.423,19920,4159.832184
-9651.136,19920,4159.832189
-5265.2744,19920,4159.832205
-3771.7224,19920,4159.832226
-6132.364,19920,4159.832246
-8259.27,19920,4159.832257
-5111.2397,19920,4159.832261
-7358.958,19920,4159.832265
-4646.7905,19920,4159.832268
-4063.991,19920,4159.832272
-7254.733,19920,4159.832276
-5972.777,19920,4159.832279
-5280.0747,19920,4159.832283
-6080.1357,19920,4159.832287
-97.624565,1,4160.119467
-7318.489,19920,4160.119538
-7155.1904,19920,4160.389921
-4474.4336,19920,4160.38996
-10458.6455,19920,4162.360229
-7841.7676,19920,4162.623585
-4271.0957,19920,4162.947786
-5421.925,19920,4163.213727
-6316.6387,19920,4163.213769
-8270.918,19920,4163.494859
-6674.9263,19920,4163.801583
-7280.1543,19920,4163.862439
-87.59676,1,4164.123068
-7187.926,19920,4165.805379
-3775.4563,19920,4167.721724
-671.6948,19922,4571.047057
-29986.02,19922,4571.047348
-1251.7227,19922,4571.047365
-799.86835,19922,4571.04737
162.32504,19922,4571.047374
-1276.6017,19922,4571.047377
-822.47864,19922,4571.047381
-1283.3347,19922,4571.047385
-1357.6089,19922,4571.047388
-1431.227,19922,4571.047391
-2392.7937,19922,4571.047394
-2655.4329,19922,4571.047398
-2253.832,19922,4571.047401
-6699.425,19922,4571.047404
-3708.2295,19922,4571.047408
-4438.372,19922,4571.047411
-838.1409,19922,4571.326447
-1044.0826,19922,4571.326512
-1712.2494,19922,4571.588455
-2268.8064,19922,4571.588518
-6408.13,20000,4573.360609
-7635.655,20000,4573.360667
-1084.5146,19922,4573.701919
288.33878,19922,4573.954809
1038.3605,19922,4574.035042
-612.2589,19922,4574.297845
-103.43396,1,4574.297886
-1824.1445,19922,4574.297891
-90.36229,1,4574.550772
-975.9666,19922,4574.808242
-2969.697,19922,4575.105875
-1276.381,19922,4575.415247
-327.05994,19922,4577.17821
-4475.8926,20000,4580.924084
1569.2914,19924,4981.041444
3170.7034,19924,4981.041507
601.56226,19924,4981.041519
1473.8193,19924,4981.041523
-4032.751,19924,4981.041527
655.72675,19924,4981.041531
454.41736,19924,4981.041535
530.87286,19924,4981.04154
-900.2531,19924,4981.041545
2309.091,19924,4981.041548
1987.375,19924,4981.041553
1740.9656,19924,4981.041556
1716.5376,19924,4981.04156
-697.6726,19924,4981.041565
-13720.118,19924,4981.041569
1272.8438,19924,4981.041573
1106.4963,19924,4981.314813
-97.160706,1,4981.314876
2050.2617,19924,4981.314885
-84.80828,1,4981.314891
-82.26413,1,4981.314897
-89.742294,1,4981.584862
634.4818,19924,4981.584897
1324.8982,19924,4981.584902
-1011.7302,19924,4983.344537
466.9117,19924,4983.344598
1337.4874,19924,4983.676003
-668.2204,19924,4983.696687
2278.751,19924,4984.029789
-32705.191,19924,4984.029843
2994.293,19924,4984.283568
-87.96639,1,4984.283613
2088.537,19924,4984.544086
2699.5398,19924,4984.839536
1054.9009,19924,4985.153447
1908.4385,19924,4986.896403
2297.3337,19924,4990.378062
-87.215805,1,4990.3976
-87.17693,1,4990.64757
4759.3726,19926,5389.795055
5130.4478,19926,5389.795132
4262.4775,19926,5389.79514
5291.879,19926,5389.795146
6010.7607,19926,5389.795151
6785.129,19926,5389.795157
6165.0225,19926,5389.795167
5863.652,19926,5389.795172
5211.5547,19926,5389.795177
3569.8748,19926,5389.795182
5401.1543,19926,5389.795186
3242.6877,19926,5390.061303
4605.5405,19926,5390.061365
6553.666,19926,5390.327403
4386.482,19926,5390.327445
6174.488,19926,5390.327452
4307.8247,20000,5392.00621
1800.8208,20000,5392.00626
4358.1616,20000,5392.266044
3719.106,20000,5392.266092
7765.5264,19926,5392.557932
7205.947,19926,5392.877283
4493.5034,19926,5393.227498
6179.2866,19926,5393.475785
6196.4385,19926,5393.721822
4753.4424,19926,5393.782264
7880.9956,19926,5394.084508
2044.1505,20000,5395.395475
-1461.5083,20000,5395.515869
-83.68136,1,5395.535687
4707.391,20000,5395.858504
7544.756,19926,5396.181237
7173.407,19926,5400.009542
10958.421,19928,5797.941169
10294.988,19928,5797.941219
10217.885,19928,5797.941225
11522.587,19928,5797.941229
9308.1,19928,5797.941233
11510.552,19928,5797.941237
9379.007,19928,5797.941242
9316.356,19928,5797.94125
10408.223,19928,5797.941254
12260.608,19928,5797.941257
10140.437,19928,5798.217227
-83.73909,1,5798.21728
10079.794,19928,5798.217287
11228.852,19928,5798.45342
9306.488,19928,5798.453471
11572.937,19928,5798.453478
5076.6055,20000,5800.088144
-26306.984,19928,5800.352113
9709.486,19928,5800.352169
11170.654,19928,5800.588239
9470.018,19928,5800.588282
-81.87128,1,5800.827559
8820.413,19928,5800.867789
9523.96,19928,5801.191045
8719.439,19928,5801.532201
8809.403,19928,5801.763575
9211.1875,19928,5801.783751
10053.62,19928,5802.140213
6751.835,19928,5803.225528
-86.50349,1,5803.246203
-104.98751,1,5803.491492
9474.861,19928,5803.905631
10042.391,20000,5804.164813
8642.666,19928,5804.442299
5714.703,20000,5805.683106
-92.5067,1,5805.921492
11633.713,19928,5808.42679
12598.785,19930,6204.544917
14114.049,19930,6204.544965
12647.115,19930,6204.544972
10450.518,19930,6204.544977
16006.121,19930,6204.544982
11413.638,19930,6204.544986
11438.489,19930,6204.544991
15241.252,19930,6204.544996
12059.133,19930,6204.817791
-81.807396,1,6204.817858
14291.182,19930,6204.817865
11498.255,19930,6204.817871
13481.379,19930,6204.838104
-93.24148,1,6205.065533
8746.19,20000,6206.621481
5484.7007,20000,6206.877562
11041.3545,19930,6206.877604
8359.658,20000,6206.877611
14125.11,19930,6207.129568
12685.436,19930,6207.150795
-96.17459,1,6207.385399
5808.23,19930,6207.385442
13709.357,19930,6207.737133
7062.405,19930,6207.856586
-84.38594,1,6208.094904
11737.345,19930,6208.094948
13984.868,19930,6208.46572
-58922.453,20000,6209.600596
11781.206,20000,6209.899548
10394.244,19930,6210.225609
8768.056,20000,6210.367581
9013.296,19930,6210.647429
12749.262,19930,6210.905693
12192.456,19930,6211.182651
10653.915,19930,6212.649344
12441.039,19930,6215.183046
14933.501,19932,6610.431028
13506.29,19932,6610.4311
13082.186,19932,6610.431107
14879.326,19932,6610.431112
15967.993,19932,6610.431116
13722.071,19932,6610.43112
12566.182,19932,6610.431124
14448.581,19932,6610.682039
15069.605,19932,6610.682106
-84.356476,1,6610.682113
13683.23,19932,6610.682119
-83.36062,1,6610.702593
15053.571,19932,6610.931193
-101.107414,1,6610.931235
-90.49513,1,6611.155419
9997.552,20000,6612.673712
15944.081,19932,6612.902637
14414.997,19932,6613.145635
11906.681,19932,6613.186136
-83.474846,1,6613.414637
7615.962,19932,6613.64268
14153.585,19932,6613.987331
13597.035,19932,6614.333263
13729.037,19932,6614.333325
14602.5,19932,6614.694855
10018.497,20000,6615.750747
9276.356,20000,6615.750795
10446.998,20000,6616.042795
10022.574,19932,6616.042837
11929.019,19932,6616.329532
13246.748,19932,6616.648598
15782.063,19932,6617.052272
15300.531,19932,6617.30269
14264.516,19932,6617.565262
10082.228,20000,6618.978293
14535.25,19932,6619.24872
16764.477,19932,6621.519336
-92.02095,1,6621.743991
16305.2295,19934,7014.806304
13231.977,19934,7014.806362
15356.811,19934,7014.80637
19184.555,19934,7014.806375
15725.845,19934,7014.806379
-99.52268,1,7015.050307
14371.711,19934,7015.050368
15597.388,19934,7015.050376
16940.586,19934,7015.050381
14975.318,19934,7015.092129
-96.564125,1,7015.311557
20056.719,19934,7015.311602
15219.141,20000,7016.548833
14521.746,19934,7016.813025
2308.0742,19934,7017.038379
11937.6,19934,7017.279685
12768.4,19934,7017.340724
12182.246,19934,7017.55938
15637.879,19934,7017.698234
-96.48425,1,7017.909835
10735.405,19935,7018.249923
16325.514,19935,7018.409816
-7425.983,19935,7019.453908
16129.8545,19935,7019.45396
14723.918,19935,7019.749007
17365.809,19935,7019.749059
18099.1,19935,7020.026696
16576.984,19935,7020.147927
13247.587,20000,7020.167852
-97.16016,1,7020.188223
-91.65942,1,7020.207619
-98.76431,1,7020.227239
-17153.0,19935,7020.546351
16469.607,19935,7020.784743
15491.986,19935,7021.039573
14431.127,19935,7022.449348
15675.085,19935,7022.708272
15113.1455,19935,7025.147708
9797.893,19937,7418.059741
17430.977,19937,7418.059812
16629.832,19937,7418.059819
20280.36,19937,7418.059824
15677.401,19937,7418.297807
17881.045,19937,7418.297853
14329.924,19937,7418.297859
17675.648,19937,7418.356194
10016.819,20000,7419.738172
12258.958,20000,7419.799716
13612.484,19937,7420.035271
15096.508,19937,7420.252945
18340.1,19937,7420.481456
17744.338,19937,7420.752178
14755.812,19937,7420.915037
15481.921,19937,7421.055688
12661.456,20000,7422.000758
14650.047,20000,7422.376591
15795.556,19937,7422.628343
12487.029,19937,7422.628394
-88.612114,1,7422.648691
15876.324,19937,7422.913285
17496.271,19937,7422.913333
13809.86,19937,7423.180598
14386.946,20000,7423.626903
16413.945,19937,7423.686302
-83.77737,1,7423.706281
16155.465,19937,7423.921022
-100.243355,1,7423.921081
17996.557,19937,7424.168211
13875.195,20000,7425.122994
17609.55,20000,7425.386728
16997.46,19937,7425.734554
17568.72,19937,7425.794606
-84.05232,1,7426.0007
16705.758,19937,7428.373499
12774.129,19939,7821.001311
19498.373,19939,7821.001375
15751.247,19939,7821.001382
12924.831,19939,7821.001387
18028.188,19939,7821.239719
13493.148,19939,7821.239772
-83.287094,1,7821.239779
18780.096,19939,7821.239784
-104.9318,1,7821.441538
12878.875,19939,7822.850591
17885.375,20000,7823.058607
17069.58,19939,7823.327161
15620.398,19939,7823.347352
-82.39263,1,7823.36833
14609.139,19939,7823.571677
13790.812,19939,7823.650732
-82.3681,1,7823.85167
16631.623,20000,7824.863893
17932.742,19939,7824.883851
-96.226234,1,7825.084563
16256.645,19939,7825.427316
15827.59,19939,7825.671138
13561.905,19939,7825.940081
15528.89,19939,7825.940157
10977.895,20000,7825.940173
-91.99829,1,7826.137404
18229.906,19939,7826.383915
17316.447,20000,7826.631354
21851.482,19939,7826.826739
18140.4,19939,7826.924796
16950.322,19939,7827.170313
12855.247,20000,7828.014804
10698.586,19939,7828.572863
13731.909,20000,7828.875066
19537.314,19939,7829.100383
15766.1455,19939,7829.181778
-84.23532,1,7829.201704
-57115.98,20000,7830.073974
-92.861725,1,7830.273636
21344.23,19939,7831.737829
19403.29,19941,8223.933995
17879.895,19941,8223.934074
14437.11,19941,8223.934083
16603.97,19941,8224.132318
11813.719,19941,8224.132381
19850.43,19941,8224.132388
-83.1996,1,8224.132394
-102.57957,1,8224.333555
18753.35,19941,8224.333611
-66630.69,19941,8225.569536
18069.842,19941,8225.589055
15521.2,19941,8225.858532
16815.666,19941,8225.919229
12990.645,19941,8226.195654
13372.385,20000,8227.247696
17673.852,19941,8227.247754
16722.49,19941,8227.40481
13751.14,19941,8227.643048
15489.275,19941,8227.912355
14367.979,19941,8228.116976
15848.896,19941,8228.354462
13148.438,19941,8228.589442
15254.012,19941,8229.130714
13854.425,20000,8229.653836
21442.564,19941,8229.968703
-92.89387,1,8230.162735
14942.432,20000,8230.162808
4994.3306,20000,8230.678055
18389.611,19941,8230.87522
15173.484,20000,8231.132017
19174.625,19941,8231.171101
17469.988,19941,8231.39374
17113.635,19941,8232.381806
-85.08653,1,8232.576906
19531.832,20000,8233.024125
22148.662,19941,8234.227637
15077.403,19943,8626.211812
16595.594,19943,8626.211863
11177.129,19943,8626.405658
16815.994,19943,8626.61143
6178.3257,19943,8626.611485
16378.6045,20000,8627.886522
15046.246,20000,8627.886567
13503.82,19943,8628.276471
15055.469,19943,8628.609847
15337.485,20000,8629.63868
11415.766,20000,8629.831059
15830.737,20000,8630.138902
14352.858,19943,8630.542048
13978.127,19943,8630.623148
20909.346,19943,8630.643036
17603.146,19943,8630.879056
18423.52,19943,8631.108918
20481.633,19943,8631.629746
18912.791,20000,8632.15822
13315.695,20000,8632.158416
15650.232,19943,8632.158449
10036.863,20000,8632.319322
-88.79009,1,8632.515915
-24189.525,19943,8632.672134
11748.79,19943,8633.179875
14156.595,19943,8633.372618
17203.99,19943,8633.625688
15977.029,19943,8633.707724
-97.688446,1,8633.728199
-99.475204,1,8633.922388
9838.569,20000,8634.673371
14397.9,19943,8635.067637
15877.58,20000,8635.151109
-92.30799,1,8635.343846
20591.291,19943,8635.500978
14895.266,19943,8636.518403
-89.18588,1,8636.538374
20790.627,19945,9027.823753
13668.731,19945,9027.84454
-87.88913,1,9028.032278
16790.031,19945,9028.032331
19426.52,19945,9028.032349
14618.554,20000,9029.257411
15856.613,19945,9029.489957
16404.127,19945,9029.710767
9509.333,19945,9030.035053
13429.164,20000,9030.746003
-96.6221,1,9030.940637
16246.368,19945,9031.080991
19427.334,19945,9031.274476
-96.43092,1,9031.274525
18690.465,19945,9031.582681
18360.361,19945,9031.824776
21684.47,19945,9032.155727
-2444.324,19945,9032.215488
-91.43632,1,9032.235804
15323.585,19945,9032.566201
-84.63075,1,9032.756173
14058.809,19945,9033.264869
25545.248,19945,9033.264911
19729.164,19945,9033.26492
17024.102,19945,9033.60476
9556.903,20000,9033.858895
16061.696,20000,9034.044514
16711.105,19945,9034.60994
19724.033,19945,9034.798407
9344.181,19945,9035.051901
15236.79,19945,9035.169407
-96.913055,1,9035.190975
-92.22894,1,9035.387092
17530.719,20000,9036.051252
14826.302,19945,9036.268214
15884.486,19945,9036.765152
17068.953,20000,9037.920849
9556.961,20000,9038.187136
15255.173,20000,9039.386211
18399.482,19947,9429.614848
17058.79,19947,9429.822531
14351.863,20000,9431.061409
12977.6875,19947,9431.061464
16560.592,20000,9431.061471
-93.57079,1,9431.081594
15265.406,19947,9431.275787
16028.933,19947,9431.650395
-105.33622,1,9431.829092
18524.486,19947,9432.538684
15641.752,20000,9432.862439
18221.244,19947,9432.862489
18640.654,19947,9432.862496
-104.88147,1,9432.882187
16070.393,19947,9433.158951
19039.848,19947,9433.71893
16066.877,19947,9434.31362
20262.855,19947,9434.807054
18268.111,19947,9434.807125
18998.443,19947,9434.807133
-84.02679,1,9434.827324
17719.992,20000,9435.111522
19870.646,19947,9435.311662
19142.434,19947,9435.392807
17374.139,19947,9435.586001
-98.11551,1,9435.586066
16028.4,20000,9435.845506
22005.15,19947,9436.294538
14438.965,19947,9436.314962
14152.842,19947,9436.557627
-120867.18,19947,9436.877549
17854.406,19947,9437.532965
15354.573,19947,9437.735543
20747.332,19947,9439.393404
15594.029,20000,9439.613082
18152.176,19947,9441.029869
16605.893,20000,9441.218401
17280.994,19949,9830.711504
16296.307,19949,9830.896275
19178.54,19949,9832.042818
16133.146,19949,9832.042872
-93.137054,1,9832.211537
-86.561646,1,9832.211592
19996.908,19949,9832.402261
16072.224,19949,9832.794063
-82.31724,1,9832.960041
16445.736,20000,9833.506181
-87.1092,1,9833.673723
22937.338,19949,9833.952135
17775.375,19949,9833.952198
15333.68,19949,9834.238495
-22933.533,19949,9834.777752
16136.33,20000,9835.251644
19697.736,19949,9835.527231
18580.068,20000,9835.741587
17341.748,19949,9836.154182
22249.557,19949,9836.154229
-96.767746,1,9836.173644
20010.428,19949,9836.433559
21141.557,19949,9836.47369
19235.469,19949,9836.743019
14323.306,19949,9836.743073
16128.539,19949,9836.842116
-88.05436,1,9836.862386
-89.597725,1,9837.028959
17214.209,19949,9837.431549
15466.585,19949,9837.683028
22951.592,19949,9837.839069
12747.225,20000,9837.936631
-87.5438,1,9837.957901
21430.172,19949,9838.340375
-84.60605,1,9838.360372
16167.328,19949,9838.529361
-92.08613,1,9838.529422
-30071.629,20000,9838.765457
22696.516,19949,9840.008986
-105.23615,1,9840.178862
17277.48,19949,9840.218881
16796.42,19949,9841.597304
22733.816,19949,9841.617566
-104.85413,1,9841.791073
17920.467,19951,10231.204994
16237.402,20000,10232.36013
20234.197,19952,10232.519676
-93.98021,1,10232.680735
20754.777,19952,10232.70063
-97.81632,1,10232.859649
20341.105,19952,10233.253518
-93.77004,1,10233.420008
16317.662,20000,10233.894724
-108.852005,1,10233.915085
-85.33189,1,10233.935091
16004.748,19952,10234.114618
-52034.79,19952,10234.673256
18560.846,19952,10235.2095
17567.316,19952,10235.68363
17617.66,20000,10235.785796
23350.354,20000,10235.785847
25012.639,19952,10235.951949
-105.12611,1,10235.952002
-89.44202,1,10235.952011
-103.22299,1,10235.973423
16097.456,19952,10236.155396
15776.198,19952,10236.412799
-83.898575,1,10236.432502
23300.49,19952,10236.549835
-88.21997,1,10236.711741
16326.652,19952,10236.970447
16809.133,19952,10236.970519
-84.39412,1,10237.142439
14635.81,19952,10237.266406
-89.18147,1,10237.286036
21505.852,19952,10237.520608
-97.707275,1,10237.683384
21096.918,19952,10237.90499
12888.892,20000,10238.251548
17064.303,20000,10238.41238
-87.70308,1,10238.577745
18887.227,19952,10239.04232
16114.031,20000,10239.458807
14692.282,20000,10239.577808
19476.203,20000,10240.138973
16851.58,20000,10240.517229
15513.448,19952,10240.975791
17455.248,20000,10242.108458
22000.932,19952,10242.533817
18386.453,19952,10242.573866
-25457.803,20000,10632.637697
23472.35,19954,10632.800289
20494.572,19954,10632.980266
-85.34569,1,10633.131497
9233.815,19954,10633.285854
12849.619,19954,10633.704783
20449.318,19954,10634.398662
15990.272,19954,10634.816039
21318.088,19954,10635.341003
11362.615,20000,10635.534726
15816.67,19954,10635.937771
19202.059,19954,10636.056576
-89.08111,1,10636.07618
15743.3955,19954,10636.116282
19414.072,19954,10636.666016
15669.631,19954,10636.783859
14703.486,19954,10636.803546
-96.76699,1,10636.963977
17260.996,20000,10637.382992
17775.549,20000,10637.535781
18866.865,19954,10637.612706
23078.105,19954,10637.829692
22603.715,20000,10638.140908
12984.523,19954,10638.180163
20692.803,19954,10638.356352
17871.432,20000,10638.68682
25025.36,19954,10638.944402
19174.602,19954,10639.887407
20763.07,19954,10640.124059
-96.70446,1,10640.144017
15881.757,20000,10640.39675
18798.602,20000,10640.514671
19604.76,19954,10640.572865
17955.344,19954,10641.575213
-103.86011,1,10641.731388
18050.25,19954,10641.995086
-101.18867,1,10642.151327
15532.927,20000,10643.226356
14537.349,19956,11032.305662
21180.014,19956,11032.45209
-94.855576,1,11032.452157
-87.00165,1,11032.60756
20607.871,19956,11032.999088
23036.604,19956,11033.146774
11527.56,19956,11034.240679
15788.909,20000,11034.688374
21409.35,19956,11035.180765
21101.53,19956,11035.371507
17508.83,19956,11035.765867
19860.045,20000,11036.056064
21377.885,19956,11036.620991
16282.722,19956,11036.914636
14947.546,20000,11037.299931
11758.285,19956,11037.452834
21905.092,19956,11037.606699
15767.935,20000,11037.606749
-104.92715,1,11037.627405
-86.07803,1,11037.646944
21688.73,19956,11037.764765
17632.414,19956,11037.92383
-26529.441,20000,11038.271626
15528.656,19956,11038.599937
19250.04,19956,11038.848118
14701.291,20000,11039.076622
20792.785,20000,11039.484579
18330.545,20000,11039.796996
