#{"t_start": 1770655197.4975054, "env_id": "None"}
r,l,t
15894.635,19926,1399.816272
16872.213,19926,1399.816277
16944.35,19926,1399.816283
14218.508,19926,1399.816288
14458.814,19926,1400.106228
14218.416,19926,1400.106285
-5.06,1,1400.106297
15234.083,19926,1400.106302
21266.445,20000,1402.074685
15269.939,20000,1402.074751
14261.102,20000,1402.074759
20147.455,20000,1402.074763
15323.806,20000,1402.074768
15870.915,20000,1402.074773
15347.59,20000,1402.074777
-5.06,1,1402.29565
13688.185,19926,1402.753724
8256.423,20000,1404.648564
19169.57,19939,1864.495417
21135.928,19939,1864.495485
15586.174,19939,1864.495495
19196.693,19939,1864.495501
23601.768,19939,1864.495506
18017.238,19939,1864.495511
16607.305,19939,1864.495516
16791.2,19939,1864.495521
19376.691,19939,1864.495526
17508.395,19939,1864.495531
17638.178,19939,1864.495536
14975.75,19939,1864.495541
19752.428,19939,1864.495547
16949.533,19939,1864.495551
19484.227,19939,1864.495556
16863.656,19939,1864.495561
18450.576,19939,1864.495566
19889.361,19939,1864.518054
17907.422,19939,1864.518123
16248.904,19939,1864.518143
-5.06,1,1864.721713
-5.06,1,1864.72178
17101.238,20000,1866.174168
17977.756,20000,1866.174227
17756.656,20000,1866.353081
-5.06,1,1866.353134
13162.866,19939,1866.80296
20288.963,19939,1866.803017
18131.902,19939,1866.803027
15537.197,19939,1866.803033
15152.899,19939,1866.803039
16030.808,19939,1866.803047
17169.803,19939,1866.983102
-5.06,1,1866.98314
15557.92,19939,1867.229557
17300.219,19939,1869.049608
19377.547,19951,2327.963
18630.79,19951,2327.963057
15093.818,19951,2327.963065
19824.936,19951,2327.963072
17887.598,19951,2327.963077
17794.307,19951,2327.963083
20675.23,19951,2327.963088
19350.188,19951,2327.963093
16957.63,19951,2327.963098
22459.244,19951,2327.963104
15519.658,19951,2327.96312
18190.541,19951,2327.963126
15257.917,19951,2327.963131
-5.06,1,2328.129926
-5.06,1,2328.129968
-5.06,1,2328.129974
-5.2979717,1,2328.129978
-5.06,1,2328.278376
16843.914,19951,2328.278433
-5.06,1,2328.278439
-5.06,1,2328.300178
18176.037,20000,2329.454393
7653.7896,20000,2329.454437
16491.477,20000,2329.454444
18826.475,20000,2329.454449
-5.06,1,2329.47521
19832.35,20000,2329.475274
20594.445,20000,2329.496334
-5.06,1,2329.496395
17107.164,19951,2329.833107
17349.758,19951,2329.854184
-5.06,1,2329.875826
18510.361,19952,2330.25738
17921.695,19952,2330.257443
14343.687,19952,2330.257451
-5.06,1,2330.409319
18941.074,19952,2330.409374
17227.756,20000,2331.138558
21536.057,20000,2331.567143
16604.197,20000,2331.567202
-5.297639,1,2331.587548
21905.957,20000,2331.587607
18043.742,20000,2331.841336
24951.832,19952,2332.575052
15479.215,19964,2790.840752
16860.39,19964,2790.840807
20892.408,19964,2790.840817
17825.037,19964,2790.840825
20749.256,19964,2790.840831
25853.387,19964,2790.840836
-5.2995644,1,2790.958127
-5.06,1,2790.958175
-5.06,1,2790.958182
17800.018,19964,2790.958187
18931.814,19964,2790.958191
-5.2985573,1,2790.958196
19786.172,19964,2791.062509
-5.06,1,2791.062564
19064.76,19964,2791.062572
-5.298786,1,2791.160159
-5.06,1,2791.160212
-5.06,1,2791.16022
-5.2993174,1,2791.181351
-5.06,1,2791.201656
-5.06,1,2791.222171
24564.914,20000,2791.95721
20674.18,20000,2791.957249
19704.43,20000,2791.957256
-5.299473,1,2791.978051
21142.02,20000,2792.021075
15496.134,19964,2792.32837
17416.092,19964,2792.575407
20779.797,19964,2792.879128
16084.149,19964,2793.012197
19106.787,20000,2793.285651
18954.74,20000,2793.285701
18795.57,20000,2793.379426
-5.06,1,2793.379499
-5.2989306,1,2793.379508
-5.06,1,2793.475093
18489.107,20000,2793.475155
19650.275,20000,2793.475165
23375.64,20000,2793.72762
22407.812,20000,2794.070608
22645.033,20000,2794.1665
-5.2984476,1,2794.16656
17509.854,19964,2794.396889
19042.283,20000,2794.916403
-5.06,1,2794.938399
21807.045,20000,2795.202466
19433.916,20000,2795.202554
-5.06,1,2795.226243
18012.43,19964,2795.248259
-5.06,1,2795.248349
-5.06,1,2795.377705
-5.2989583,1,2795.398109
20097.91,20000,2795.566776
21058.828,19977,3254.411869
21806.047,19977,3254.433077
18580.725,19977,3254.433149
-5.2997065,1,3254.433169
20828.56,19977,3254.433184
-5.06,1,3254.501224
-5.06,1,3254.501293
-5.06,1,3254.501302
-5.06,1,3254.501307
-5.2997108,1,3254.522044
-5.06,1,3254.543008
-5.06,1,3254.56377
-5.06,1,3254.58475
-5.06,1,3254.606733
18577.947,20000,3254.96227
23100.225,20000,3254.985318
20957.635,20000,3254.985404
-5.06,1,3255.052326
-5.06,1,3255.05239
-5.299898,1,3255.073818
25558.385,20000,3255.073888
27594.793,20000,3255.073907
20808.424,20000,3255.139144
21113.654,19977,3255.297042
18979.76,19977,3255.63413
26136.475,20000,3255.847603
-5.06,1,3255.868563
19269.877,20000,3255.868616
22704.982,20000,3255.910249
-5.06,1,3255.986853
20655.87,19977,3256.271454
-5.06,1,3256.34743
-5.2997785,1,3256.370271
21959.422,20000,3256.495073
24540.863,19977,3256.539199
18208.828,19977,3256.560999
-5.06,1,3256.561078
-5.06,1,3256.582748
-5.06,1,3256.582821
-5.06,1,3256.604036
22407.318,20000,3256.804338
24801.984,20000,3257.05603
19607.357,20000,3257.077868
14966.143,20000,3257.077952
-5.06,1,3257.157465
-5.06,1,3257.157538
20080.53,19977,3257.219916
-5.2998557,1,3257.240169
-5.06,1,3257.293478
-5.299696,1,3257.313291
-5.06,1,3257.333805
21211.457,20000,3257.46053
-5.06,1,3257.484009
21302.006,20000,3257.7367
21259.459,20000,3257.982647
-5.06,1,3258.054234
-5.2998376,1,3258.115596
20745.764,20000,3258.605454
29396.242,20000,3258.928826
-5.299861,1,3258.949776
-5.06,1,3259.015871
19841.72,20000,3259.01593
-5.2998486,1,3259.036355
21232.197,20000,3259.059423
26679.191,20000,3259.27303
-5.2997913,1,3259.294515
-5.06,1,3259.351198
-5.299826,1,3259.37184
