#{"t_start": 1771009385.3173108, "env_id": "None"}
r,l,t
-67287.414,9906,827.916589
-57681.42,9906,827.916595
-56555.914,9906,827.916598
-61752.94,9906,827.916601
-45530.082,9906,827.916604
-71763.19,9906,827.916607
-96115.13,9906,827.916611
-81353.79,9906,827.916614
-47970.797,9906,827.916617
-46426.19,9906,827.91662
-62658.13,9906,827.916623
-56863.863,9906,827.916628
-60185.016,9906,827.91664
-59554.094,9906,827.916643
-71305.2,9906,827.916646
-62752.035,9906,827.91665
-74978.31,9906,827.916653
-68024.45,9906,827.916656
-50615.723,9906,827.91666
-52658.387,9906,827.916663
-53555.555,9906,827.916667
-75968.96,9906,827.916682
-70973.98,9906,827.916686
-57700.668,9906,827.91669
-50168.79,9906,827.916697
-51224.6,9906,827.9167
-59140.266,9906,827.916704
-65069.137,9906,827.916708
-73301.09,9906,827.916711
-96665.74,9906,827.916715
-139251.53,9906,827.916718
-55513.055,9908,1033.822832
-63184.176,9908,1033.82289
-67675.92,9908,1033.822901
-94773.48,9908,1033.822907
-52982.406,9908,1033.822912
-71095.2,9908,1033.822916
-51393.67,9908,1033.822921
-72510.06,9908,1033.822925
-66170.15,9908,1033.822929
-53029.055,9908,1033.822934
-44263.645,9908,1033.822938
-66829.81,9908,1033.822966
-71975.38,9908,1033.822992
-53578.445,9908,1033.822997
-51041.84,9908,1033.823001
-55269.812,9908,1033.823005
-56740.375,9908,1033.823009
-41133.527,9908,1033.823012
-54873.72,9908,1033.823016
-48664.21,9908,1033.82302
-68211.97,9908,1033.823035
-57079.547,9908,1033.823039
-71703.95,9908,1033.823042
-49364.996,9908,1033.823045
-50674.36,9908,1033.823048
-86981.055,9908,1033.823051
-57320.88,9908,1033.823055
-60891.332,10001,1036.088752
-140090.19,10001,1036.088804
-46944.145,10001,1036.088811
-62238.71,10001,1036.088815
-73945.016,10001,1036.08882
-56165.113,9909,1240.255156
-64959.08,9909,1240.255199
-50669.613,9909,1240.255205
-55496.242,9909,1240.255209
-75465.37,9909,1240.255213
-58263.156,9909,1240.255217
-60598.664,9909,1240.255226
-64928.426,9909,1240.25523
-46191.586,9909,1240.255233
-104434.64,9909,1240.255237
-64961.645,9909,1240.25524
-64740.93,9909,1240.255244
-49816.734,9909,1240.255247
-61825.266,9909,1240.25525
-57544.402,9909,1240.255254
-50090.72,9909,1240.255257
-58789.496,9909,1240.25526
-61351.758,9909,1240.255264
-56510.793,9909,1240.255268
-52325.11,9909,1240.255271
-60985.152,9909,1240.255279
-57123.816,9909,1240.255282
-51245.703,9909,1240.255285
-55351.16,9909,1240.255293
-47886.574,9909,1240.255296
-58363.52,10001,1242.458345
-63742.37,10001,1242.458385
-104.70758,1,1242.838249
-54776.535,9909,1242.838298
-58586.496,9909,1242.838305
-62824.656,9909,1242.83831
-39448.65,9909,1242.838314
-41413.0,9909,1242.838318
-38450.824,9911,1446.982656
-36733.13,9911,1446.982715
-42430.723,9911,1446.98272
-39627.1,9911,1446.982724
-48777.215,9911,1446.982728
-46957.836,9911,1446.982732
-112669.99,9911,1446.982736
-54298.09,9911,1446.982739
-52485.82,9911,1446.982743
-42869.61,9911,1446.982746
-65194.34,9911,1446.98275
-44260.754,9911,1446.982754
-59481.85,9911,1446.982757
-38300.188,9911,1446.982761
-55560.715,9911,1446.982765
-60505.184,9911,1446.982768
-44480.453,9911,1446.982772
-54100.36,9911,1446.982775
-45153.21,9911,1446.982779
-42499.35,9911,1446.982782
-33374.793,9911,1446.982786
-48247.785,9911,1446.982789
-71472.195,9911,1446.982793
-52592.25,9911,1446.982796
-100.04953,1,1447.290263
-113.46878,1,1447.290313
-108.96558,1,1447.589862
-60962.48,10001,1449.683517
-54143.03,9911,1450.014533
-55664.55,9911,1450.34627
-40152.12,9911,1450.346317
-56453.79,9911,1450.346322
-47978.7,9911,1450.346326
-55776.414,9911,1450.346329
-104.3919,1,1450.366918
-10943.464,181,1452.433628
-49890.637,10001,1452.474918
-11455.101,203,1453.201361
-49472.75,9913,1654.734872
-45796.582,9913,1654.734955
-45671.23,9913,1654.734966
-52787.69,9913,1654.734972
-46719.992,9913,1654.73498
-58055.766,9913,1654.734986
-54978.457,9913,1654.734993
-47675.195,9913,1654.734999
-43059.69,9913,1654.735005
-45178.06,9913,1654.735012
-51568.05,9913,1654.735018
-41136.06,9913,1654.735023
-37262.707,9913,1654.735029
-51363.05,9913,1654.73504
-42990.746,9913,1654.735045
-43179.504,9913,1654.735049
-40938.188,9913,1654.735054
-45988.215,9913,1654.735059
-48323.402,9913,1654.735064
-51585.42,9913,1654.735068
-108.46357,1,1655.034686
-55625.285,9913,1655.336924
-45520.27,10001,1657.378735
-44293.855,9913,1657.703959
-51958.664,9913,1657.746622
-94477.99,9913,1658.061689
-96091.37,9913,1658.061743
-43220.605,9913,1658.061751
-53160.24,9913,1660.263104
-52258.8,10001,1660.263151
-49360.67,10001,1660.564327
-41853.51,9913,1661.306273
-49355.688,10001,1662.958728
-96061.69,8133,1825.744812
-54153.773,9029,1846.500853
-88513.03,9914,1863.6548
-45969.53,9914,1863.654873
-41151.582,9914,1863.654879
-91909.01,9914,1863.654883
-42068.504,9914,1863.654887
-42761.58,9914,1863.654891
-47392.805,9914,1863.654894
-35897.645,9914,1863.654898
-39779.668,9914,1863.654902
-37778.55,9914,1863.654905
-43039.934,9914,1863.654909
-25631.09,9914,1863.654913
-42063.836,9914,1863.654917
-153438.72,9914,1863.65492
-33645.46,9914,1863.654924
-111714.95,9914,1863.654928
-111.85511,1,1863.96187
-109.82342,1,1863.961925
-37394.516,9914,1863.961934
-40794.895,9914,1864.266715
-122208.375,10001,1866.286055
-45310.477,10001,1866.286123
-56828.0,9914,1866.581738
-43214.418,9914,1866.981745
-44172.05,9914,1866.981806
-241197.78,9914,1866.981815
-57076.957,10001,1869.021457
-41484.68,9914,1869.062394
-36008.44,9914,1869.062463
-54842.06,9914,1869.363581
-105.36591,1,1869.363621
-41636.32,9914,1870.098915
-39460.31,9914,1871.738446
-44964.516,9915,2034.390536
-91913.61,9916,2055.009126
-40076.387,9916,2072.131761
-37866.938,9916,2072.13182
-46189.348,9916,2072.131837
-36158.293,9916,2072.131844
-45814.793,9916,2072.131851
-60505.332,9916,2072.131858
-44357.285,9916,2072.131862
-106883.84,9916,2072.131868
-35968.613,9916,2072.131872
-34226.93,9916,2072.131876
-49282.586,9916,2072.131881
-37558.535,9916,2072.131886
-46674.426,9916,2072.13189
-41258.89,9916,2072.432671
-37254.305,9916,2072.432725
-33370.812,9916,2072.432734
-46515.758,9916,2072.454828
-109.32287,1,2072.454881
-123.947754,1,2072.742466
-37197.594,10001,2074.690131
-46559.457,9916,2075.007633
-45092.74,9916,2075.007675
-48508.418,9916,2075.300019
-40897.13,9916,2075.686253
-41833.45,9916,2075.686301
-35394.42,9916,2075.686307
-278199.75,9916,2077.714452
-36523.758,9916,2078.053542
-61189.812,9916,2078.053589
-47993.96,9916,2078.773617
-52198.51,10001,2080.423878
-40891.605,9916,2080.793162
-105961.24,9917,2243.195744
-129.784,1,2243.472844
-41985.23,9917,2263.929618
-105.07738,1,2263.950588
-229545.4,9360,2272.915323
-28879.848,9917,2281.159403
-34626.152,9917,2281.159463
-33343.887,9917,2281.159469
-26721.072,9917,2281.159475
-186636.6,9917,2281.159479
-34619.754,9917,2281.159483
-50515.113,9917,2281.159486
-37247.48,9917,2281.159491
-29105.146,9917,2281.159494
-34964.133,9917,2281.159497
-31935.096,9917,2281.159501
-61915.37,9917,2281.159504
-33948.023,9917,2281.460622
-109.897995,1,2281.460669
-35828.71,9917,2281.460675
-36403.145,9917,2281.763148
-59813.465,10001,2283.535846
-49062.125,9917,2283.823456
-214601.94,10001,2284.105391
-48859.562,9917,2284.391207
-43000.69,9917,2284.391251
-109.15647,1,2284.684633
-89910.67,9917,2284.684676
-104.85522,1,2284.958426
-31609.4,9917,2285.299822
-31729.373,9917,2285.299867
-35938.207,9917,2285.299874
-105.90061,1,2285.320102
-41150.004,9917,2287.338272
-36631.477,9917,2287.654674
-43269.37,9917,2288.385272
-12279.234,216,2288.654285
-108.195854,1,2288.937465
-42560.395,9917,2289.917216
-100.12096,1,2290.207083
-39282.65,9917,2290.546659
-12753.788,247,2292.131744
-37852.445,9919,2453.54343
-44155.613,10001,2476.142432
-36056.16,9919,2483.56725
-33122.547,9919,2491.975401
-38448.91,9919,2491.975451
-27322.209,9919,2491.975457
-40881.902,9919,2491.975461
-36889.133,9919,2491.975465
-31424.994,9919,2491.975468
-31536.76,9919,2491.975472
-32072.148,9919,2491.975475
-38388.51,9919,2491.975479
-278291.84,9919,2491.975482
-32913.1,9919,2491.975485
-126.1069,1,2492.273471
-28219.72,9919,2492.273532
-26819.748,9919,2492.27354
-31506.08,9919,2492.314196
-97.90801,1,2492.590247
-43531.902,9919,2494.49464
-27201.457,9919,2494.515993
-111.303764,1,2494.80391
-37335.11,9919,2494.80417
-97447.43,9919,2495.085249
-36076.285,9919,2495.449684
-34337.207,9919,2495.44973
-43293.887,10001,2497.189337
-41309.24,10001,2497.640076
-60025.195,9919,2497.960552
-37813.2,9919,2498.02214
-192964.95,9919,2498.738838
-35598.184,9919,2499.276074
-34115.055,9919,2500.544228
-166413.27,9919,2500.874508
-42563.383,9919,2502.455074
-39148.184,10001,2665.4707
-33730.105,9920,2686.14068
-33398.582,9920,2693.052997
-108.25907,1,2693.073607
-110.54768,1,2693.350563
-31405.713,9921,2701.473024
-32828.4,9921,2701.473075
-123722.52,9921,2701.473083
-38462.33,9921,2701.473088
-24490.992,9921,2701.473093
-26603.27,9921,2701.473097
-105835.195,9921,2701.473103
-33374.637,9921,2701.473112
-39256.17,9921,2701.473115
-35574.05,9921,2701.810153
-28204.367,9921,2701.81022
-45265.473,9921,2701.810251
-112.85605,1,2701.810255
-114.19702,1,2701.810259
-24906.922,9921,2702.12207
-37724.246,10001,2703.920288
-74298.16,9921,2704.279372
-35025.555,9921,2704.584615
-31295.955,9921,2704.58466
-35636.68,9921,2704.865663
-39088.582,9921,2705.219852
-28620.193,9921,2705.219904
-102.38105,1,2705.49175
-29923.885,9921,2707.22511
-35127.06,9921,2707.682363
-32100.95,9921,2708.006299
-34663.953,9921,2708.890431
-30535.627,9921,2709.429436
-37048.35,10001,2710.577611
-80014.414,9921,2710.939514
-35952.344,9921,2711.27013
-26346.496,9921,2712.858616
-34655.426,9922,2875.859276
-29455.562,9922,2896.543578
-114197.18,9000,2899.382688
-26135.553,9922,2904.086532
-24383.34,9922,2912.214802
-34743.324,9922,2912.214844
-26212.385,9922,2912.214851
-67106.96,9922,2912.214856
-28759.588,9922,2912.21486
-25258.535,9922,2912.21487
-31707.87,9922,2912.214874
-24340.83,9922,2912.546778
-24353.43,9922,2912.546835
-29465.3,9922,2912.546842
-52416.348,9922,2912.54687
-26351.676,9922,2912.546915
-25736.04,9922,2912.848478
-25001.723,9922,2914.646549
-26612.508,9922,2915.00051
-60522.65,9922,2915.294168
-53122.86,9922,2915.294209
-37568.086,9922,2915.556632
-87060.695,9922,2915.900977
-26127.549,9922,2916.166075
-137802.69,9922,2917.885988
-26734.348,9922,2918.33856
-26397.854,9922,2918.638084
-26107.23,9922,2919.148982
-28042.393,9922,2919.433846
-22629.904,9922,2920.572059
-24049.107,9922,2920.92721
-29758.068,9922,2921.260049
-40600.684,6807,3041.517334
-126114.97,9923,3085.477071
-104.79041,1,3085.734132
-163914.97,8164,3086.690547
-35259.332,9924,3109.204141
-21583.982,9924,3113.787744
-28959.004,9924,3121.885269
-21285.705,9924,3121.885311
-21086.549,9924,3121.885317
-25183.605,9924,3121.885322
-21733.451,9924,3121.885326
-25755.91,9924,3121.88533
-27086.205,9924,3121.885346
-31097.53,9924,3122.208241
-114004.695,9924,3122.208285
-66776.984,9924,3122.208291
-20528.658,9924,3122.208296
-23921.125,9924,3122.2083
-24217.742,9924,3122.269385
-141592.8,9853,3122.755122
-21234.752,9924,3124.064157
-116.913445,1,3124.329265
-22366.6,9924,3124.652226
-24850.627,9924,3124.935202
-23448.672,9924,3125.203619
-27003.996,9924,3125.547679
-26269.967,9924,3127.275163
-28235.635,9924,3127.720731
-27099.236,9924,3128.025491
-28423.574,9924,3129.994337
-27250.59,9924,3130.347534
-13379.697,267,3130.368436
-100.951614,1,3130.624664
-140741.94,9924,3130.667345
-33357.875,10001,3131.123958
-38656.12,10001,3131.40817
-15796.391,325,3134.026111
-33425.816,9925,3251.663656
-56791.887,9925,3295.945065
-18795.889,9925,3296.902492
-20280.562,9925,3319.790545
-19053.623,9925,3324.292011
-26135.113,9925,3332.362445
-20309.412,9925,3332.362495
-104645.11,9925,3332.3625
-20990.428,9925,3332.362505
-23503.584,9925,3332.362509
-25427.07,9925,3332.362513
-18950.182,9925,3332.362517
-21242.9,9925,3332.665236
-98.10203,1,3332.665286
-24347.223,9925,3332.665294
-111.53898,1,3332.6653
-87872.02,9925,3332.665306
-20458.451,9925,3332.665311
-98.3798,1,3332.922223
-74939.02,9925,3333.443084
-25939.059,10001,3334.984701
-25233.848,9925,3335.323271
-67099.875,9925,3335.599808
-81803.01,9925,3335.854953
-104978.84,9925,3336.200193
-18673.42,9925,3338.029505
-27627.178,9925,3338.472304
-27575.41,9925,3338.776216
-22148.607,9925,3340.709307
-24646.895,9925,3341.054025
-21970.338,9925,3341.327748
-24180.684,9925,3341.830826
-24292.793,10001,3343.182361
-106.43208,1,3343.441506
-23158.516,10001,3344.139178
-21255.861,9925,3344.849147
-30793.385,9926,3462.308113
-22401.752,9927,3506.453096
-24127.375,9927,3507.404135
-129338.4,8327,3508.864687
-97.8188,1,3509.115193
-23114.559,9927,3530.252055
-86385.96,10001,3536.330299
-22142.13,9927,3542.808029
-89514.65,9927,3542.808091
-21619.74,9927,3542.808097
-34939.94,9927,3543.089065
-21433.441,9927,3543.089113
-29167.424,9927,3543.089122
-19733.787,9927,3543.089129
-102.97923,1,3543.089135
-115.25618,1,3543.348562
-110570.12,9927,3543.348603
-20095.678,9927,3543.631311
-94.592155,1,3543.889028
-26726.453,10001,3545.296481
-34234.05,10001,3545.551519
-23010.146,9927,3545.886189
-20718.807,9927,3545.988895
-115.34007,1,3546.009264
-18182.879,9927,3546.254329
-23772.947,9927,3546.274911
-195929.72,9927,3546.605201
-22044.395,9927,3548.089601
-105.822815,1,3548.109793
-113.69834,1,3548.35987
-22650.557,9927,3548.748077
-23556.242,9927,3549.045459
-21130.934,9927,3550.963885
-20712.61,9927,3551.303257
-20083.828,9927,3551.343788
-99.499016,1,3551.592381
-23054.941,9927,3551.814221
-276775.34,9927,3553.416662
-26506.312,9927,3554.110157
-18742.1,365,3556.112689
-33400.13,10001,3556.887483
-13957.913,298,3558.846951
-185883.47,9928,3672.784586
-102.14779,1,3672.805275
-84179.4,9928,3716.906895
-30727.322,9928,3717.626327
-315659.38,9928,3719.21429
-27378.355,9928,3740.333024
-23638.395,9928,3746.403319
-185168.02,9928,3752.884595
-85042.87,9928,3752.884645
-25523.625,9928,3753.124108
-18921.965,9928,3753.124149
-24361.822,9928,3753.124156
-111.82857,1,3753.374444
-22843.943,9928,3753.374495
-110.62425,1,3753.374503
-23838.092,9928,3753.374508
-21930.297,9928,3753.903697
-67689.43,10001,3755.309253
-41132.277,9928,3755.309305
-47560.5,9928,3755.555378
-100.29628,1,3755.555422
-19948.979,9928,3755.877468
-24745.227,9928,3756.019835
-24685.443,9928,3756.143162
-81413.04,10001,3757.72944
-20391.027,9928,3758.138762
-22118.535,9928,3758.521689
-23591.512,9928,3758.808159
-27276.248,9928,3760.647849
-105.56807,1,3760.669338
-23013.834,9928,3761.03559
-21051.98,9929,3762.88618
-46834.746,10001,3762.990413
-123.940704,1,3763.239871
-25548.248,9929,3763.58676
-23516.324,9929,3765.482646
-137907.88,9929,3766.036362
-19226.178,9929,3767.76425
-37197.387,10001,3883.478936
-25540.195,9930,3926.142317
-19869.45,9930,3928.465108
-20966.3,10001,3928.775303
-21726.486,9930,3949.807799
-28026.645,9930,3955.968788
-14949.535,9930,3962.316814
-24545.559,9930,3962.316869
-19465.85,9930,3962.55697
-21503.27,9930,3962.800139
-21970.36,9930,3962.800174
-16452.826,9930,3963.106034
-29757.016,10001,3964.574979
-22489.713,10001,3964.575033
-21318.977,9930,3964.810619
-19021.133,9930,3964.831593
-20481.322,9930,3964.831643
-104.69114,1,3965.070699
-22289.635,9930,3965.366385
-21669.4,10001,3966.950568
-90731.11,9930,3967.191579
-19568.904,10001,3967.515332
-19221.654,9930,3967.809477
-19019.035,9930,3968.192705
-23116.178,9930,3968.254421
-97.998405,1,3968.491066
-15899.086,9930,3970.543302
-22318.67,10001,3972.061341
-13774.972,273,3972.325987
-105.44073,1,3972.569274
-19644.709,9930,3972.589911
-17857.316,9930,3972.952882
-21222.445,10001,3974.961903
-22046.406,9930,3975.187696
-98.12139,1,3975.424719
-22863.533,10001,3977.529869
-21594.678,10001,3979.481492
-20745.611,9931,4093.562976
-15414.049,9931,4135.94588
-83678.64,9931,4138.23442
-15082.868,9931,4138.537858
-15909.933,9932,4159.560622
-41118.59,9932,4165.605596
-22885.998,9932,4172.057941
-23522.355,9932,4172.296853
-18096.066,9932,4172.539968
-57539.66,9932,4172.540025
-21734.785,10001,4173.898717
-101.02119,1,4174.137051
-101533.51,9932,4174.42594
-21371.486,9932,4174.426052
-99170.266,9932,4174.709041
-20745.17,9932,4175.002014
-17409.79,10001,4175.347547
-21614.854,10001,4176.735405
-82474.72,9932,4177.261148
-20637.617,9932,4177.585038
-14896.685,9932,4177.889821
-20926.82,9932,4178.26544
-18316.348,9932,4178.347511
-97.359825,1,4178.367942
-117.307076,1,4178.602554
-24484.504,10001,4179.730769
-310712.78,9932,4180.816621
-20411.309,9932,4182.44679
-20394.322,9932,4182.951679
-13105.957,9932,4183.312378
-12605.911,217,4184.141995
-21818.879,10001,4185.025965
-16701.318,9932,4185.753183
-24882.793,9932,4186.216089
-32462.123,10001,4189.815561
-18003.418,9932,4190.35944
-14180.715,297,4191.492372
-13489.231,238,4195.742423
-15078.884,314,4197.186279
-30288.156,5379,4294.444661
-14728.859,9933,4305.207616
-21396.447,10001,4349.232962
-13954.261,9933,4350.128532
-192904.47,9933,4350.41885
-26045.701,9933,4371.448011
-16287.604,9933,4377.619561
-16588.781,9933,4383.743043
-27493.83,9933,4383.969528
-18474.22,9933,4384.212848
-15682.536,9933,4384.2129
-21355.035,9933,4385.594841
-99.98796,1,4385.826724
-59843.766,9933,4386.08581
-16762.12,9933,4386.085853
-20876.178,9933,4386.361872
-95792.66,9933,4386.648478
-143495.53,9933,4386.772403
-18269.271,9933,4388.262486
-19624.895,9933,4388.783635
-22278.371,9933,4389.100672
-27765.248,9933,4389.343864
-21814.115,9933,4389.465513
-15413.601,9933,4390.384312
-75056.1,9933,4392.793493
-28718.975,9933,4393.28515
-18851.154,9933,4393.648391
-16118.168,9933,4395.138421
-186727.28,9933,4395.863653
-13305.709,288,4395.945178
-15753.217,9933,4396.312125
-21342.223,9933,4401.256323
-26329.137,9933,4405.39196
-82951.08,9933,4406.609055
-78111.09,9934,4503.752455
-20066.836,10001,4515.879502
-99.580925,1,4516.100773
-16141.441,9935,4558.481109
-100.87197,1,4558.705578
-16396.633,9935,4559.688793
-48650.01,9935,4559.976024
-48264.37,9935,4580.982787
-16106.842,9935,4587.017257
-15891.22,9935,4593.478188
-27164.88,9935,4593.712337
-13857.92,9935,4593.712378
-151765.62,10001,4595.220266
-21684.445,9935,4595.321914
-121.45808,1,4595.342627
-17489.15,9935,4595.572129
-19483.666,9935,4595.572181
-172098.83,9935,4595.632729
-16897.352,9935,4595.712641
-103.92176,1,4595.931782
-16554.045,9935,4597.423769
-20160.094,10001,4597.789196
-14734.481,9935,4598.234123
-20179.768,10001,4599.820343
-110.25814,1,4600.041697
-17356.914,10001,4600.353729
-16836.055,10001,4601.475221
-15489.0,9935,4602.304777
-101.02385,1,4602.528953
-16665.818,9935,4602.792846
-105.39528,1,4602.813182
-52236.297,9935,4603.15097
-18081.232,9935,4604.635458
-44116.21,9935,4605.461976
-17844.488,9935,4605.90344
-21249.496,10001,4607.086958
-16218.222,290,4609.773088
-59365.8,9935,4610.532098
-98.45013,1,4610.753915
-19362.451,9935,4614.861086
-22442.514,10001,4617.723177
-15858.305,9936,4713.339544
-23082.758,9936,4725.496826
-26300.957,9936,4768.150558
-14447.559,9936,4769.028216
-16792.123,9936,4769.110659
-54117.7,9936,4790.244377
-27007.244,9936,4796.130092
-94.881355,1,4796.353086
-40650.34,9936,4802.787791
-16309.614,9936,4803.008427
-137860.95,9936,4803.008487
-116.24104,1,4803.22564
-16361.639,9936,4804.505146
-117.08944,1,4804.524829
-18880.928,9936,4804.648589
-122.912636,1,4804.869127
-26823.967,9936,4805.012567
-20854.502,10001,4806.391533
-16606.904,10001,4806.412483
-94.14991,1,4806.637105
-16993.383,10001,4806.677971
-103.3714,1,4806.899607
-13743.962,9936,4807.141034
-49718.117,9936,4807.511377
-16731.953,9936,4807.95188
-19519.139,9936,4809.684292
-98.67929,1,4809.705827
-104.54512,1,4809.923378
-37899.79,9936,4810.184418
-17627.338,9936,4811.103093
-49415.773,9936,4812.153271
-12982.693,238,4813.269598
-95.069016,1,4813.484866
-18869.621,10001,4813.947576
-111.59948,1,4814.164279
-13537.593,9936,4814.225718
-27370.246,9936,4814.93048
-17469.76,9936,4815.36869
-92731.234,10001,4818.0826
-13918.179,9937,4820.430082
-23451.92,10001,4821.178959
-180149.7,9937,4824.854565
-26320.785,9937,4827.600713
-19770.871,10001,4924.703684
-112964.59,10001,4937.05851
-23065.643,9938,4978.400551
-17269.717,9938,4979.27643
-26468.205,10001,4980.842253
-15473.169,9938,5000.356729
-103.715485,1,5000.581394
-15633.6045,9938,5006.709013
-27134.182,9938,5012.855452
-19022.754,9938,5013.077012
-114.61567,1,5013.077085
-61062.574,9938,5013.293919
-35791.7,9938,5015.038833
-26683.012,10001,5016.38408
-17752.01,9938,5016.72439
-122405.95,9938,5016.767333
-105.45163,1,5016.787983
-20300.502,9938,5016.828302
-106.95264,1,5017.044341
-100797.18,9938,5017.27529
-16654.088,10001,5017.275327
-178272.27,9938,5017.881341
-19963.426,9938,5019.725825
-17779.31,9938,5019.787617
-109.38486,1,5020.004999
-25194.846,9938,5021.94885
-21940.508,10001,5022.572372
-21249.396,9938,5023.293057
-97.686935,1,5023.313884
-100.07813,1,5023.527942
-19878.154,9938,5024.176749
-33342.426,9938,5024.754451
-19442.666,9938,5025.199775
-160490.8,10001,5025.934179
-16132.589,9938,5028.205036
-14130.069,299,5029.970509
-16763.838,9938,5030.563362
-15612.839,9938,5031.292644
-17201.611,9938,5034.86218
-21921.223,9938,5037.428093
-16734.215,9939,5134.502785
-14169.2,9939,5146.663655
-103.77964,1,5146.870356
-19497.03,9939,5188.150345
-14731.35,9939,5189.006069
-20794.121,9939,5190.552886
-15103.003,9939,5210.067074
-19098.193,9940,5216.106396
-17352.863,9940,5222.533612
-15231.269,9940,5222.533672
-32746.95,9940,5222.747303
-14797.737,9940,5224.378551
-16296.525,9940,5225.518101
-16364.335,9940,5225.84947
-15273.378,9940,5226.154993
-20674.598,9940,5226.369589
-20290.695,9940,5226.369631
-15453.517,9940,5226.968366
-35103.816,10001,5227.904446
-15012.457,9940,5228.984098
-15976.923,9940,5229.255565
-15409.989,9940,5231.304332
-17985.54,9940,5232.676777
-18658.238,9940,5233.128158
-98.33328,1,5233.149789
-108.458885,1,5233.366343
-19330.79,9940,5234.144491
-96.59508,1,5234.1651
-114.41973,1,5234.375626
-13917.692,9940,5235.052532
-82668.18,10001,5235.708004
-13554.222,260,5235.728501
-101.644325,1,5235.931202
-16999.562,9940,5237.383615
-16894.64,9940,5238.963851
-25807.887,9940,5240.071417
-19401.766,10001,5240.782651
-96.08353,1,5240.99799
-24567.418,9940,5243.748283
-17252.031,305,5243.891305
-24511.184,10001,5247.545648
-118.542046,1,5247.759109
-20299.291,9940,5343.356495
-16695.584,9941,5355.740263
-16758.877,9941,5396.8006
-110.5961,1,5397.007725
-12782.106,9941,5397.849658
-14645.675,9941,5399.398405
-17236.893,10001,5420.3229
-16405.543,9941,5425.226604
-14207.312,294,5426.583524
-109.43624,1,5426.603479
-100.774704,1,5426.808182
-21209.512,9941,5431.714704
-19410.135,9941,5431.714773
-12937.963,9941,5431.735914
-21640.062,9941,5433.368541
-16169.524,350,5434.59508
-70909.016,9941,5435.127795
-17138.781,9941,5435.249537
-16750.068,9941,5435.461741
-81750.83,9941,5435.461786
-13816.837,9941,5436.048371
-18915.076,10001,5436.765875
-14178.365,9941,5437.169114
-19981.293,9941,5438.147063
-14209.698,9941,5440.085361
-20057.695,9941,5441.461223
-221522.94,9941,5441.947518
-108.54358,1,5441.967836
-108.81473,1,5441.98837
-16772.137,9941,5442.955898
-17893.736,9941,5443.625021
-16019.682,9941,5444.088849
-20269.854,9941,5444.311557
-15973.509,10001,5448.673455
-111.38561,1,5448.693727
-46842.36,9941,5449.325649
-86638.805,10001,5450.010697
